lemma,grammar_gloss,meaning_en,meaning_pl,source,universe,etymology_languages,etymology_words,example_wen,example_wen_source,info
anonimy,adj,anonymous,anonimowy,dictionary_steenbergen,any,,,,,
anty-,prefix,anti-,anty-,dictionary_steenbergen,any,,,,,
antycy,adj,antique,antyczny,dictionary_steenbergen,any,latin_learned,anticum + is,,,
aparat,m,apparatus,aparat,dictionary_steenbergen,any,,,,,
apatia,f. I,apathy,apatia,dictionary_steenbergen,any,,,,,
apatycy,adj,apathetic,apatyczny,dictionary_steenbergen,any,,,,,
archeolog,m,archeologist,archeolog,dictionary_steenbergen,any,,,,,
archeologia,f. I,archaeology,archeologia,dictionary_steenbergen,any,,,,,
archeologicy,adj,archeological,archeologiczny,dictionary_steenbergen,any,,,,,
architekt,m,architect,architekt,dictionary_steenbergen,any,,,,,
architektera,f. I,architecture,architektura,dictionary_steenbergen,any,,,,,
archiwum,n,archive,archiwum,dictionary_steenbergen,any,,,,,
arciewczały,adj,artificial,sztuczny,dictionary_steenbergen,any,latin,artificialem + is,,,initial a seems to contradict the GMP
arcybiskup,m,archbishop,arcybiskup,dictionary_steenbergen,any,,,,,
"argumię, -tu","n. -mię, -miętu",argument,argument,dictionary_steenbergen,any,latin_learned,argumentum,,,
argumiętar,"v, 1",argument,argumentować,dictionary_steenbergen,any,,,,,
armia,f. I,army,wojsko,dictionary_steenbergen,any,,,,,
armorzykany,adj,Armorican (Arvorec),armorykański,dictionary_steenbergen,ill_bethisad?,,,,,
arsenik,n,arsenic,arsen,dictionary_steenbergen,any,,,,,
artykuł,n,article,artykuł,dictionary_steenbergen,any,,,,,
aspekt,m,aspect,aspekt,dictionary_steenbergen,any,,,,,
astrolog,m,astrologist,astrolog,dictionary_steenbergen,any,,,,,
astrologia,f. I,astrology,astrologia,dictionary_steenbergen,any,,,,,
astrologicy,adj,astrological,astrologiczny,dictionary_steenbergen,any,,,,,
astronom,m,astronomist,astronom,dictionary_steenbergen,any,,,,,
astronomia,f. I,astronomy,astronomia,dictionary_steenbergen,any,,,,,
astronomicy,adj,astronomical,astronomiczny,dictionary_steenbergen,any,,,,,
atak,m,attack,"atak, napad",dictionary_steenbergen,any,,,,,
atakar,"v, 1",attack,atakować,dictionary_steenbergen,any,,,,,
ateista,m. I,atheist,ateista,dictionary_steenbergen,any,,,,,
atom,n,atom,atom,dictionary_steenbergen,any,,,,,
austriany,f,Austrian,austriacki,dictionary_steenbergen,?,,,,,
autobus,m,bus,autobus,dictionary_steenbergen,any,,,,,
autodydakt,m,autodidact,samouk,dictionary_steenbergen,any,,,,,
autograf,m,autograph,"podpis, autograf",dictionary_steenbergen,any,,,,,
automat,m,automat,automat,dictionary_steenbergen,any,,,,,
automatycy,adj,automatic,automatyczny,dictionary_steenbergen,any,,,,,
autonomia,f. I,autonomy,autonomia,dictionary_steenbergen,any,,,,,
autonomicy,adj,autonomous,autonomiczny,dictionary_steenbergen,any,,,,,
autostrada,f. I,highway,autostrada,dictionary_steenbergen,any,,,,,
awaria,f. I,damage,awaria,dictionary_steenbergen,any,,,,,
awariny,adj,"damage, emergency",awaryjny,dictionary_steenbergen,any,,,,,
awokat,m,"barrister, lawyer","adwokat, mecenas",dictionary_steenbergen,any,,,,,
azoc,n,nitrogen,azot,dictionary_steenbergen,any,,,,,
azurzy,adj,blue (dark),granatowy,dictionary_steenbergen,any,,,,,
ażęca,f. I,agency,agencja,dictionary_steenbergen,any,,,,,
ażęć,m,agent,agent,dictionary_steenbergen,any,,,,,
bagaż,n,luggage,bagaż,dictionary_steenbergen,any,,,,,
baja,f. I,bay,zatoka,dictionary_steenbergen,any,,,,,
bakanał,m,bacchanal,bachanal,dictionary_steenbergen,any,,,,,
bakteria,f. I,bacterium,bakteria,dictionary_steenbergen,any,latin_learned,bacteria,,,
bałtycy,adj,Baltic,bałtycki,dictionary_steenbergen,any,,,,,
bałzam,n,balm,balsam,dictionary_steenbergen,any,,,,,
bandyta,m,bandite,bandyta,dictionary_steenbergen,any,,,,,
bandytyzm,n,banditism,bandytyzm,dictionary_steenbergen,any,,,,,
bank,m,bank,bank,dictionary_steenbergen,any,,,,,
banknot,m,bank-note,banknot,dictionary_steenbergen,any,,,,,
bar,m,bar,bar,dictionary_steenbergen,any,,,,,
barba,f. I,beard,broda,dictionary_steenbergen,any,latin_inherited,barbam,,,
barbar,m,barbarian,barbarzyńca,dictionary_steenbergen,any,latin_inherited,barbarum,,,
barbarzyny,adj,barbarian,barbarzyński,dictionary_steenbergen,any,latin_inherited,barbarinum,,,
barbaty,adj,bearded,brodaty,dictionary_steenbergen,any,latin_inherited,barbatum,,,
barka,f. I,boat,łódź,dictionary_steenbergen,any,,,,,
bas,m,bass,bas,dictionary_steenbergen,any,,,,,
batawy,adj,Batavian,batawski,dictionary_steenbergen,?,,,,,
baza,f. I,base,baza,dictionary_steenbergen,any,,,,,
baż,n,kiss,pocałunek,dictionary_steenbergen,any,latin_inherited,basium,,,
bażar,"v, 2",kiss,całować,dictionary_steenbergen,any,latin_inherited,basiare,,,
"bdeł, bdłu",m,louse,wsza,dictionary_steenbergen,any,,,,,
befsztyk,m,steak,befsztyk,dictionary_steenbergen,any,english,beefsteak,,,
będa,f. I,"band, gang",banda,dictionary_steenbergen,any,old-french,bande,,,
biały,adj,beautiful,piękny,dictionary_steenbergen,any,latin_inherited,bellum + is,,,
biar,"v, irr.",drink,pić,dictionary_steenbergen,any,latin_inherited,bibere,,,
biejaty,adj,blissful,błogi,dictionary_steenbergen,any,,,,,
bieltać,f,beauty,piękno,dictionary_steenbergen,any,latin_inherited,bellitatem,,,
bieniewkęć,adj,"beneficient, doing well",dobroczynny,dictionary_steenbergen,any,,,,,
bienini,adj,benign,"łagodny, dobroczynny",dictionary_steenbergen,any,,,,,
bienińtać,f,benignity,"łagodność, dobroczynność",dictionary_steenbergen,any,,,,,
bień,adv,well,dobrze,dictionary_steenbergen,any,latin_inherited,bene,,,
bieńdzikaceń,f,blessing,błogosławienie,dictionary_steenbergen,any,latin_inherited,bene + dicare + ationem,,,"irregular etymology, looks like from benedicatiō"
bieńdzikar,"v, 7",bless,błogosławiać,dictionary_steenbergen,any,latin_inherited,bene + dicare,,,"Shuold be either bieńdziczer or (v, 1). Check corpus"
bieńwięty,adj,welcome,mile widziany; witaj!,dictionary_steenbergen,any,latin_inherited,bene + venitus,,,
biera,f. I,beer,piwo,dictionary_steenbergen,any,,,,,
bieszcza,f. I,beast,bestia,dictionary_steenbergen,any,latin_inherited,bestiam,,,
bieszek,m,"bill, beak",dziób,dictionary_steenbergen,any,latin_inherited,beccum,,,
biewabły,adj,drinkable,pitny,dictionary_steenbergen,any,,,,,
biewceń,f,soft drink,napój,dictionary_steenbergen,any,,,,,
bil,f,gall,żółć,dictionary_steenbergen,any,,,,,
bilet,m,ticket,bilet,dictionary_steenbergen,any,,,,,
bilęgwały,adj,bilingual,dwujęzyczny,dictionary_steenbergen,any,,,,,
bimeł,m,toddler,dziecko w wieku 2-3 lat,dictionary_steenbergen,any,,,,,
biografia,f. I,biography,biografia,dictionary_steenbergen,any,,,,,
biograficy,adj,biographic,biograficzny,dictionary_steenbergen,any,,,,,
biolog,m,biologist,biolog,dictionary_steenbergen,any,,,,,
biologia,f. I,biology,biologia,dictionary_steenbergen,any,,,,,
biologicy,adj,biological,biologiczny,dictionary_steenbergen,any,,,,,
biszkot,m,biscuit,herbatnik,dictionary_steenbergen,any,,,,,
biuro,n,bureau,biuro,dictionary_steenbergen,any,,,,,
biurokracja,f. I,bureaucracy,biurokracja,dictionary_steenbergen,any,,,,,
biurokratycy,adj,bureaucratic,biurokratyczny,dictionary_steenbergen,any,,,,,
biżuteria,f. I,jewelry,biżuteria,dictionary_steenbergen,any,,,,,
blasfemar,"v, 1",blasphemise,bluźnić,dictionary_steenbergen,any,,,,,
blikwy,adj,crooked,krzywy,dictionary_steenbergen,any,,,,,
blok,m,block,blok,dictionary_steenbergen,any,,,,,
błędy,adj,polite,uprzejmy,dictionary_steenbergen,any,,,,,
błędzer,"v, 5",flatter,pochłebiać,dictionary_steenbergen,any,,,,,typo: pochlebiać
bocier,"v, 7",hit,"bić, uderzać",dictionary_steenbergen,any,,,,,
bocier: bocier sie,"v, 7",fight,"bić się, walczyć",dictionary_steenbergen,any,,,,,
bodzar,"v, 1",baptize,chrzcić,dictionary_steenbergen,any,latin_inherited,baptizare | Steenbergen: baptĭzāre,,,
bohemki,adj,Bohemian,bohemski,dictionary_steenbergen,?,,,,,
bojłar,"v, 1",carry (a burden),"dźwigać, nosić",dictionary_steenbergen,any,,,,,
bolana,f. I,whale,wieloryb,dictionary_steenbergen,any,,,,,
bomba,f. I,bomb,bomba,dictionary_steenbergen,any,,,,,
bomba!,intj,cool! great!,bomba!,dictionary_steenbergen,any,,,,,
bombardar,"v, 1",bomb,bombardować,dictionary_steenbergen,any,,,,,
bona siora,intj,good evening!,dobry wieczór,dictionary_steenbergen,any,,,,,
bonanoc,intj,good night!,dobranoc,dictionary_steenbergen,any,,,,,
bony,adj,good,dobry,dictionary_steenbergen,any,latin_inherited,bonum + is | Steenbergen: bŏnum,,,
bor,n,boron,bor,dictionary_steenbergen,any,,,,,
boszar,"v, 2",lower,spuszczać,dictionary_steenbergen,any,,,,,
boszy,adj,low,niski,dictionary_steenbergen,any,,,,,
botwala,f. I,battle,bitwa,dictionary_steenbergen,any,,,,,
bowina,f. I,bovine meat,wołowina,dictionary_steenbergen,any,,,,,
bożan,m,pheasant,bażant,dictionary_steenbergen,any,,,,,
"bów, bowie",m,"cow, ox, bull",wół,dictionary_steenbergen,any,,,,,
"bracze, -ar",f. pl.,"trousers, pants",spodnie,dictionary_steenbergen,any,,,,,
brak,m,lack,brak,dictionary_steenbergen,any,,,,,
brakar,"v, 1",be lacking,brakować,dictionary_steenbergen,any,,,,,
brawo,intj,bravo!,brawo!,dictionary_steenbergen,any,,,,,
brawy,adj,brave,odważny,dictionary_steenbergen,any,,,,,
brocz,n,arm,ręka,dictionary_steenbergen,any,,,,,
brom,n,bromine,brom,dictionary_steenbergen,any,,,,,
brutały,adj,brutal,brutalny,dictionary_steenbergen,any,,,,,
brykieta,f. I,lighter,zapalniczka,dictionary_steenbergen,any,,,,,
brylant,m,brilliant,brylant,dictionary_steenbergen,any,,,,,
bryny,adj,brown (light),(jasno-)brązowy,dictionary_steenbergen,any,,,,,
brzak,m,drunk,pijak,dictionary_steenbergen,any,,,,,
brzewi,adj,short,krótki,dictionary_steenbergen,any,,,,,
brzosar,"v, 1","push, press","pchać, naciskać",dictionary_steenbergen,any,,,,,
brzoskwinia,f. I,peach,brzoskwinia,dictionary_steenbergen,any,proto-polish,brzoskwinia,,,
brzyca,f. I,drunkeness,pijaństwo,dictionary_steenbergen,any,,,,,
brzytańki,adj,"British, Brithenig",brytański,dictionary_steenbergen,ill_bethisad,,,,,
buciekła,f. I,bottle,butelka,dictionary_steenbergen,any,,,,,
buć,f,barrel,beczka,dictionary_steenbergen,any,,,,,
bukiet,m,bouquet,bukiet,dictionary_steenbergen,any,,,,,
buler,"v, 5","bubble, gurgle",bulgotać,dictionary_steenbergen,any,,,,,
buła,f. I,ball,kula,dictionary_steenbergen,any,,,,,
burżuazja,f. I,bourgeoisie,burżuazja,dictionary_steenbergen,any,,,,,
burżuj,m,bourgeois,burżuj,dictionary_steenbergen,any,,,,,
buszka,f. I,mouth,"usta, gęba",dictionary_steenbergen,any,latin_inherited,buccam?,,,
but,m,shoe,but,dictionary_steenbergen,any,,,,,
butoń,f,button,guzik,dictionary_steenbergen,any,,,,,
"bycier, -cieru",n,butter,masło,dictionary_steenbergen,any,,,,,
cany,adj,thin,cienki,dictionary_steenbergen,any,,,,,
cegła,f. I,brick,cegła,dictionary_steenbergen,any,,,,,
cel,n,purpose,cel,dictionary_steenbergen,any,,,,,
celibat,n,celibate,celibat,dictionary_steenbergen,any,,,,,
celtycy,adj,Celtic,celtycki,dictionary_steenbergen,any,,,,,
cembartać,f,darkness,ciemność,dictionary_steenbergen,any,,,,,
"cembierz, -brze",f,dark,ciemno,dictionary_steenbergen,any,,,,,
cembruzy,adj,dark,ciemny,dictionary_steenbergen,any,,,,,
"cemię, -tu","n. -mię, -miętu",cement,cement,dictionary_steenbergen,any,,,,,
centrały,adj,central,"centralny, środkowy",dictionary_steenbergen,any,,,,,
ceremonia,f. I,ceremony,ceremonia,dictionary_steenbergen,any,,,,,
cezarz,m,emperor,cesarz,dictionary_steenbergen,any,,,,,
cezarza,f. I,empire,cesarstwo,dictionary_steenbergen,any,,,,,
cędartać,f,tenderness,czułość,dictionary_steenbergen,any,,,,,
cędry,adj,tender,delikatny,dictionary_steenbergen,any,,,,,
chaos,m,chaos,chaos,dictionary_steenbergen,any,,,,,
chaotycy,adj,chaotic,chaotyczny,dictionary_steenbergen,any,,,,,
charakter,n,character,charakter,dictionary_steenbergen,any,,,,,
chemia,f. I,chemistry,chemia,dictionary_steenbergen,any,,,,,
chemicy,adj,chemical,chemiczny,dictionary_steenbergen,any,,,,,
chinieży,adj,Chinese,chiński,dictionary_steenbergen,any,,,,,
chirurg,m,surgeon,chirurg,dictionary_steenbergen,any,,,,,
chirurgia,f. I,surgery,chirurgia,dictionary_steenbergen,any,,,,,
chlor,m,chlorine,chlor,dictionary_steenbergen,any,,,,,
choinica,f. I,Christmas tree,choinka,dictionary_steenbergen,any,,,,,
cholera,f. I,cholera,cholera,dictionary_steenbergen,any,,,,,
chrom,n,chromium,chrom,dictionary_steenbergen,any,,,,,
chrzyszczany,adj,Christian,chrześcijański,dictionary_steenbergen,any,,,,,
chrzyszczańtać,f,Christianity,chrześcijaństwo,dictionary_steenbergen,any,,,,,
ciara,f. I,land,ziemia,dictionary_steenbergen,any,latin_inherited,terram | Steenbergen: tĕrram,,,
ciast,n,tissue,włókno,dictionary_steenbergen,any,,,,,
ciasta,f. I,pot,"słoik, doniczka",dictionary_steenbergen,any,,,,,
ciatry,adj,ugly,brzydki,dictionary_steenbergen,any,,,,,
ciątera,f. I,belt,"pasek, strefa",dictionary_steenbergen,any,latin_inherited,cincturam,,,
ciąty,adj,wet,mokry,dictionary_steenbergen,any,,,,,
ciążer,"v, 7",wet,moczyć,dictionary_steenbergen,any,,,,,
ciec,n,roof,dach,dictionary_steenbergen,any,,,,,
ciembrarzy,adj,"bold, daring","śmiały, zuchwały",dictionary_steenbergen,any,,,,,
cienia,f. I,moth,ćma,dictionary_steenbergen,any,,,,,
cierar,"v, 1",shoot,strzelać,dictionary_steenbergen,any,,,,,
cierzemut,m,earthquake,trzęsienie ziemi,dictionary_steenbergen,any,,,,,
cierzestrzy,adj,terrestrial,ziemski,dictionary_steenbergen,any,,,,,
cierzewkar,"v, 1",terrify,"przerazić, przestraszyć",dictionary_steenbergen,any,,,,,
cierzybły,adj,terrible,straszny,dictionary_steenbergen,any,,,,,
ciesier,"v, 7",weave,tkać,dictionary_steenbergen,any,,,,,
ciędzier,"v, 7","stretch, tighten","ściągać, napinać",dictionary_steenbergen,any,,,,,
ciępeł,n,temple,świątynia,dictionary_steenbergen,any,latin_inherited,,,,
ciępiestać,f,weather,pogoda,dictionary_steenbergen,any,,,,,
ciępór,adv,sometimes,"czasem, czasami",dictionary_steenbergen,any,,,,,
ciępralemięć,adv,temporarily,tymczasowo,dictionary_steenbergen,any,,,,,
ciępralnik,m,verb,czasownik,dictionary_steenbergen,any,,,,,
cięprały,adj,temporary,tymczasowy,dictionary_steenbergen,any,,,,,
cięprar,"v, 1",moderate,"miarkować, powściągać",dictionary_steenbergen,any,,,,,
"ciępu, -prze","n. III -u, -rze",time,czas,dictionary_steenbergen,any,,,,,
ciępu: ciępu nieparfiecy,,imperfect tense,czas przeszły,dictionary_steenbergen,any,,,,,
ciępu: ciępu ownięci,,future tense,czas przyszły,dictionary_steenbergen,any,,,,,
ciępu: ciępu parfiecy,,perfect tense,czas dokonany,dictionary_steenbergen,any,,,,,
ciępu: ciępu przeszęci,,present tense,czas teraźniejszy,dictionary_steenbergen,any,,,,,
ciępu: dzie cięprze o ciępu,adv,from time to time,od czasu do czasu,dictionary_steenbergen,any,,,,,
cięt,n,attempt,próba,dictionary_steenbergen,any,,,,,
cięta,f. I,tent,namiot,dictionary_steenbergen,any,,,,,
ciętaceń,f,temptation,pokuszenie,dictionary_steenbergen,any,latin_inherited,temptationem,,,
ciętar,"v, 1",try,próbować,dictionary_steenbergen,any,latin_inherited,temptare,,,
cięza,f. I,tensa (182.88 cm),"tensa (182,88 cm)",dictionary_steenbergen,ill_bethisad,latin_inherited,tensam,,,
cioła,f. I,cloth,"sukno, ścierka",dictionary_steenbergen,any,latin_inherited,telam | Steenbergen: tēlam,,,
ciorórz,m,fear,strach,dictionary_steenbergen,any,latin_inherited,terrorem,,,
ciozur,m,treasure,skarb,dictionary_steenbergen,any,latin_inherited,thesaurum,,,
córa,f. I,daughter,córka,dictionary_steenbergen,any,proto-polish,córa,,,
cukier,m,sugar,cukier,dictionary_steenbergen,any,,,,,
Cuton,m,German,Niemiec,dictionary_steenbergen,any,,,,,
cutońki,adj,German,niemiecki,dictionary_steenbergen,any,,,,,
cyfra,f. I,"cipher, digit",cyfra,dictionary_steenbergen,any,,,,,
Cygan,m,gipsy,Cygan,dictionary_steenbergen,any,,,,,
cygar,m,cigar,cygaro,dictionary_steenbergen,any,,,,,
cygareta,f. I,cigarette,papieros,dictionary_steenbergen,any,,,,,
cyna,f. I,tin,cyna,dictionary_steenbergen,any,,,,,
cynamon,m,cinnamon,cynamon,dictionary_steenbergen,any,,,,,
cynk,n,zinc,cynk,dictionary_steenbergen,any,,,,,
cyrk,n,circus,cyrk,dictionary_steenbergen,any,,,,,
cytar,"v, 1",quote,cytować,dictionary_steenbergen,any,,,,,
cytryna,f. I,lemon,cytryna,dictionary_steenbergen,any,,,,,
czad,m,smell of burning,czad,dictionary_steenbergen,any,,,,,
czad: dar czadu,"v, irr",rock out,dawać czadu,dictionary_steenbergen,any,,,,,
czał,n,heaven,niebo,dictionary_steenbergen,any,latin_inherited,caelum | Steenbergen: cælum,,,
czała,f. I,cell,"cela, komórka",dictionary_steenbergen,any,,,,,
czarli,adj,blue (light),niebieski,dictionary_steenbergen,any,,,,,
czartanamięć,adv,certainly,pewnie,dictionary_steenbergen,any,,,,,
czartany,adj,certain,"pewny, pewien",dictionary_steenbergen,any,,,,,
czartańtać,f,certainty,pewność,dictionary_steenbergen,any,,,,,
czączyn,m,curl,"zwój, skręt",dictionary_steenbergen,any,,,,,
czączynaty,adj,curly,kędzierzawy,dictionary_steenbergen,any,,,,,
cząk,num,five,pięć,dictionary_steenbergen,any,,,,,
cząkczęcieśmy,num,five hundredth,pięćsetny,dictionary_steenbergen,any,,,,,
cząkczętór,num,five hundred,pięćset,dictionary_steenbergen,any,,,,,
cząksprzedczy,num,fifteen,piętnaście,dictionary_steenbergen,any,,,,,
cząksprzedzieśmy,num,fifteenth,piętnasty,dictionary_steenbergen,any,,,,,
czecy,adj,blind,"ślepy, niewidomy",dictionary_steenbergen,any,latin_inherited,caecum + is | Steenbergen: cæcum,,,
czedzier,"v, irr.",hit,"bić, uderzać",dictionary_steenbergen,any,,,,,
czekolada,f. I,chocolate,czekolada,dictionary_steenbergen,any,,,,,
czel,n,eye-lash,rzęsa,dictionary_steenbergen,any,,,,,
czelebartać,f,celebrity,słynność,dictionary_steenbergen,any,,,,,
czelebrar,"v, 1",celebrate,obchodzić (święto),dictionary_steenbergen,any,,,,,
czelebrzy,adj,famous,"sławny, słynny",dictionary_steenbergen,any,,,,,
czemiętarz,n,cemetary,cmentarz,dictionary_steenbergen,any,,,,,
czep,m,"pile, pole",słup,dictionary_steenbergen,any,,,,,
czepła,f. I,onion,cebula,dictionary_steenbergen,any,,,,,
czerek,adv,around,wokół,dictionary_steenbergen,any,latin_inherited,circum | Steenbergen: circum,,,
czerek,prep +1,around,wokół,dictionary_steenbergen,any,latin_inherited,circum | Steenbergen: circum,,,
czerekar,"v, 1","walk around, loiter around","wałęsać się, krążyć",dictionary_steenbergen,any,,,,,
czerekśpieczer,"v, 7",watch from all sides,oglądać z wszystkich stron,dictionary_steenbergen,any,,,,,
czerekwięce,f. pl.,surroundings,okolice,dictionary_steenbergen,any,,,,,
czerekwnier,v. irr.,surround,"okrążać, otaczać",dictionary_steenbergen,any,,,,,
czereśnia,m,cherry,"czereśnia, wiśnia",dictionary_steenbergen,any,,,,,
czerkieł,n,circle,"koło, krąg",dictionary_steenbergen,any,,,,,
czerwiół,n,brain,mózg,dictionary_steenbergen,any,,,,,
cześć,intj,"here is, there is",oto,dictionary_steenbergen,any,latin_inherited,,,,
częcień,f,century,"wiek, stulecie",dictionary_steenbergen,any,,,,,
częcieśmy,num,hundredth,setny,dictionary_steenbergen,any,,,,,
czędrarz,m,ashtray,popielniczka,dictionary_steenbergen,any,,,,,
czędzierz,m,ash,popiół,dictionary_steenbergen,any,,,,,
czędzierzyca,f. I,Ash Wednesday,Popielec,dictionary_steenbergen,any,,,,,
częt,num,hundred,sto,dictionary_steenbergen,any,latin_inherited,centum | Steenbergen: centum,,,
czętypliczy,adj,hundredfold,stokrotny,dictionary_steenbergen,any,,,,,
czkotrzyca,f. I,scar,blizna,dictionary_steenbergen,any,,,,,
czkunia,f. I,stork,bocian,dictionary_steenbergen,any,,,,,
czołar,"v, 1",hide,ukrywać,dictionary_steenbergen,any,,,,,
czona,f. I,meal,danie,dictionary_steenbergen,any,,,,,
czora,f. I,wax,wosk,dictionary_steenbergen,any,,,,,
czyń,m,swan,łabędź,dictionary_steenbergen,any,latin_inherited,cygnum | Steenbergen: cygnum,,,
czytacan,m,civilian,obywatel,dictionary_steenbergen,any,,,,,
czytacioła,f. I,town,miasteczko,dictionary_steenbergen,any,,,,,
czytać,f,city,miasto,dictionary_steenbergen,any,,,,,
czywiltać,f,civility,uprzejmość,dictionary_steenbergen,any,,,,,
czywilzaceń,f,civilisation,cywilizacja,dictionary_steenbergen,any,,,,,
czywilzaty,adj,civilised,cywilizowany,dictionary_steenbergen,any,,,,,
czywiły,adj,civil,uprzejmy,dictionary_steenbergen,any,latin_inherited,civilem + is | Steenbergen: cīvīlem,,,
ćmiar,"v, 3",fear,bać się,dictionary_steenbergen,any,,,,,
ćmidy,adj,afraid,przestraszony,dictionary_steenbergen,any,,,,,
ćpar,"v, 1","get stoned, do drugs","ćpać, naćpać",dictionary_steenbergen,any,,,,,
ćpaty,adj,stoned,naćpany,dictionary_steenbergen,any,,,,,
ćpuń,m,"junkie, drug-addict","ćpun, narkoman",dictionary_steenbergen,any,,,,,
daceń,f,"food, meal, dish",danie,dictionary_steenbergen,any,,,,,
daciwnik,m,dative,celownik,dictionary_steenbergen,any,,,,,
dacza,f. I,country house,działka,dictionary_steenbergen,any,,,,,
dałmatki,adj,Dalmatian,dalmatyński,dictionary_steenbergen,ill_bethisad?,,,,,
damnar,"v, 1",damn,"potępiać, przeklinać",dictionary_steenbergen,any,,,,,
daniec,m,dance,taniec,dictionary_steenbergen,any,,,,,
dańcar,"v, 1",dance,tańczyć,dictionary_steenbergen,any,,,,,
dańcarz,m,dancer,tancerz,dictionary_steenbergen,any,,,,,
dar,"v, irr.",give,dać,dictionary_steenbergen,any,,,,,
data,f. I,date,dane,dictionary_steenbergen,any,,,,,
data,n. pl.,data,dane,dictionary_steenbergen,any,,,,,
datórz,m,giver,dawca,dictionary_steenbergen,any,,,,,
dąk,adv,so,więc,dictionary_steenbergen,any,,,,,
definiar,"v, 2",define,określać,dictionary_steenbergen,any,,,,,
definiceń,f,definition,definicja,dictionary_steenbergen,any,,,,,
definiciwy,adj,definitive,definitywny,dictionary_steenbergen,any,,,,,
dekada,f. I,decade,"dekada, dziesięciolecie",dictionary_steenbergen,any,,,,,
demagog,m,demagogue,demagog,dictionary_steenbergen,any,,,,,
demagogicy,adj,demagogical,demagogiczny,dictionary_steenbergen,any,,,,,
demokracja,f. I,democracy,demokracja,dictionary_steenbergen,any,,,,,
demokrata,m. I,democrat,demokrata,dictionary_steenbergen,any,,,,,
demokratycy,adj,democratic,demokratyczny,dictionary_steenbergen,any,,,,,
demon,m,demon,demon,dictionary_steenbergen,any,,,,,
derabły,adj,durable,trwały,dictionary_steenbergen,any,,,,,
